CONS_NO,g3_score,g3_label,FLAG,user_score,pred_interval_start,pred_interval_end,interval_confidence
28E40F76538C3D8DCC923D93F409B5FA,41779.04296875,1,1,0.9698476,8,9,0.4144993647933006
1A5AAAB134B1C21487260373E4D8197E,8461.4755859375,0,0,0.08544448,11,17,0.131774858704635
F0C30A4D11B64156549BC8390493A1B5,21800.13671875,0,0,0.5339123,19,33,0.036294706352055
226100E403709DE717C103743B7EFFC0,6354.71240234375,0,0,0.061793484,11,16,0.1533602265020211
3F559C16EA33CED7CBC2AE1D1C73246C,12328.796875,0,0,0.09269875,11,17,0.1267647030098097
59756DDCF42C910F39B41E47371A8220,24591.09375,0,0,0.28735432,11,17,0.0633251150803906
95C73925C90573F69FAE59EF867473B1,14738.9052734375,0,0,0.115357585,11,17,0.1160197204777172
13FE796072D10222E05794C911ED8425,21423.271484375,0,0,0.39329976,12,33,0.0341911857778375
4A564A895B967EC052FD5FDE6077AA16,18534.4765625,0,0,0.079771176,12,17,0.143457597742478
8AF0484174BBD6757ACD49FFDFCD0427,22644.544921875,0,0,0.25632045,12,17,0.0744615240643421
BC6106F6CDDBB5551F7977AC560063E5,36698.0546875,1,1,0.9521557,32,32,0.6470872163772583
CEDCDF66DB99B3581055860F6DB0AAF9,30125.759765625,0,0,0.22514997,12,32,0.0387803469230199
CCB07FCD6FA04130B5D476B3D0567223,29721.306640625,0,0,0.15590963,11,18,0.0956794023513794
1F6F5112B0494AC99294E2B7BF9D6CFE,9844.3251953125,0,0,0.25358588,12,17,0.0749042288710673
F575955EB96AAFB5E5DCE7C10C337A2F,40919.015625,0,0,0.97973686,33,33,0.7086790800094604
90512AC43D4B6AC25743C1C03E1FAEF6,17946.548828125,0,0,0.12444192,11,17,0.1087386970009122
5FB8F3E2FBC78704EF555007D964FBB8,15817.2138671875,0,0,0.081720114,11,16,0.1431452085574468
5117DCF804918CBC4945852D885DDF74,7338.80712890625,0,0,0.078733765,11,17,0.1364079713821411
E6BED2A8D935974CE95A5E0E3FD32537,10821.78515625,0,0,0.14793488,10,16,0.1013897242290633
728D46390FAD67EF5198E5B119C5D6FF,9924.3681640625,0,0,0.12295418,10,17,0.100835689343512
2D9B5ED68CA8DC888E757BF2B7FB968A,19765.69921875,0,0,0.080703005,12,18,0.1259251481720379
0920DD1E1046B5E637E843380A99CB12,16236.6611328125,0,0,0.49772006,8,33,0.0320255281940962
E8250237D7CF4A9D7E01576E4313E057,35483.05078125,0,0,0.50499815,7,17,0.0587708115239035
F40DC6F2E375D6B040873A66A3FF0092,13385.1572265625,0,0,0.09004958,11,16,0.1321022883057594
E3FE5C55727ABBC2209B23BB2EDA1FC4,300.2485656738281,0,0,0.10222851,12,16,0.1448452040553093
0065D9C3396B12F46FA94CCC103F3BE1,15086.7041015625,0,0,0.3122223,11,19,0.0519945468339655
71B4A4A86418F8EDE0ACF6A145908754,23574.224609375,0,0,0.1808664,10,17,0.0934214787557721
D26C8022B65806779DB4394B29B7EF7F,2556.525146484375,0,0,0.11012039,11,17,0.1222571187785693
344E3D7FC2D2C58624D51C5D92C461C1,7975.42578125,0,0,0.089206785,11,17,0.1273738497069903
26EA061F225FFD660587A928D26F6442,29067.9609375,0,0,0.37167656,11,17,0.0560691761119025
EC2553A0C60C95379BDA0ED4B0A667B7,9416.328125,0,0,0.32739213,2,16,0.0503001345942417
B2AE2E0DCFF4802DC38588430AA4A66B,30397.48046875,0,0,0.27567852,11,18,0.0610490953549742
69BD1FC93D29F4285D7C78115FF7CF06,34990.40234375,0,0,0.75435835,32,33,0.1935959011316299
21EEBBC3680A59CAA2E5AA0C39A64138,19697.12890625,0,0,0.7217219,31,33,0.1232022518912951
D7B79DF321A88556AA2475FBD5545A69,24507.669921875,0,0,0.70498604,29,33,0.0809783748467452
47EA7A97E8F143C8138FCD0DF558BE3C,9032.8828125,0,0,0.075746976,12,17,0.1493076284726461
0BF0E2D8EBB819ED1E604B681A98EB14,8342.365234375,0,0,0.0740854,11,16,0.1473953053355217
B7984F83AEC0DE85B382F3D2D04ADE2D,3780.4619140625,0,0,0.1927269,11,23,0.0640885761150946
1832F525AFE8634DFC345DA9DBC60A7A,27312.837890625,0,0,0.88766855,26,33,0.0838687991490587
06C2AD703C8E973ECC9294797523FC1F,34043.42578125,0,0,0.5829569,17,33,0.0331810122246251
6697F5D5E27EA0C497DB05AC79907B2C,7296.71044921875,0,0,0.06833908,12,16,0.1718450978398323
BE2BA6E6FC94DAD062FAA0BDD3A525F3,3662.806884765625,0,0,0.102698125,12,17,0.1247625363369782
19A741109453C77EE6F3F6894871FFC9,5529.0224609375,0,0,0.06317869,12,16,0.1699816703796386
0429A3B8D253679ECD155CCABD76249C,24732.52734375,0,0,0.19957829,11,17,0.0842902362346649
5B76E280B33AA5B681868783BBB522A0,29049.810546875,0,0,0.38452452,8,16,0.0442514233291149
7CEEA4D1C2C249074BE8CD8E440B84AF,35090.3203125,0,0,0.47365472,11,33,0.0368940992199856
9A33018CFB494198D901FCBB65FF0717,858.0256958007812,0,0,0.0602453,11,16,0.1602001301944255
9C48E12A4CAAF166685B535FCE485427,10675.171875,0,0,0.06752888,11,16,0.1487824581563472
232FAFE9FD1095C6F12D8A25EDB739C2,33940.62109375,0,0,0.24122514,12,18,0.0744376964867115
F96E0DC34FB09AF4FCFAEEA37C1AC40E,32628.982421875,0,0,0.76425385,7,32,0.0351407450910371
6B5C921D5CA91E44339F9AFF9D64C408,1772.9593505859375,0,0,0.1333651,11,16,0.1146713147560755
016715864FEE7DE29FFF55473690ED08,4983.57177734375,0,0,0.09842933,11,17,0.1222068582262311
ED9CB81D38828768CAD8FE9A6BA2272F,4662.73828125,0,0,0.089405,11,17,0.1282253009932381
E3CE893024AEBDC820F8A8239E16DAB7,23386.009765625,0,0,0.28563446,11,17,0.0573870422584669
08F0BE80533472977A1AB40FC9DC402F,14607.44921875,0,0,0.09166193,11,16,0.1337410596509774
2AFDE507CC9FD62B11EEA9FF74913C25,7969.69775390625,0,0,0.31399333,10,17,0.0703636766411364
B2CA7D69A54B8010BC10AD2DD27C4942,5203.27587890625,0,0,0.07565427,11,17,0.1356156010712896
85FB4A3570C31B6297224685DC8683E1,41185.671875,1,1,0.95255303,32,32,0.6232344508171082
917CE9D9DF331F8F266EE5D6803D339C,39888.9140625,1,1,0.9132241,9,33,0.0380242825695313
822E9353571AF9A3B084A504E554CA17,19651.810546875,0,0,0.19981329,9,18,0.0669319459237158
CA95F46B92A7A92577D45478CA02B9F8,35108.33203125,0,0,0.55894834,15,33,0.0347526329324433
58C6BDA4DEAE64EBB765D86919F16FB6,14619.833984375,0,0,0.28431746,11,17,0.0759637020528316
BBDA2185EAE3859B5C01A401E62347DD,5693.3828125,0,0,0.14686704,2,16,0.0599219985965949
3D8D84F060503E033706FAE8540AF164,34596.38671875,0,0,0.41590592,2,32,0.0306181365083302
42BFFF4CF7D3324D35710D23BE410AE1,23989.71484375,0,0,0.15810616,11,18,0.0931877922266721
5D351196A3232C3EA37A7DA9E1666E58,18646.8125,0,0,0.5300061,22,28,0.0483672791825873
90BE5A1B10330973C2FE74FD315EBB77,35641.3828125,0,0,0.24111769,11,17,0.0805509633251598
F1EBDE1654195E18CF9FF49C0F7F3F6D,24603.373046875,0,0,0.51949275,26,32,0.0354700409142034
BA72F7D453554766CAE754B12E60E6BC,34521.046875,1,1,0.2520461,11,21,0.0569291837852109
C5F8087C026A88372617D5B386B8E197,39231.4921875,1,1,0.8822003,5,5,0.4537118077278137
E00D25F0DDD28454D343E0231FF060A4,20069.130859375,1,1,0.10861703,11,17,0.1172120933021817
ED01CAE2207C715AACC7DD49411F2E05,12383.6689453125,0,0,0.049546544,13,16,0.2011588364839553
5B1D67A3E7B285C53C0B8C54319113B4,563.8674926757812,0,0,0.055859417,12,17,0.16282511378328
737337CDA47D2EAEFDF6850335F74CAA,16058.0087890625,0,0,0.1896319,12,21,0.0733981784433126
18F8CD9BF629D1EAEAE4146E1CA30B54,14985.1630859375,0,0,0.12942682,11,17,0.1125660953777177
7C97E414E2A82F642C9CFB89DE698A53,6479.78369140625,0,0,0.07462707,11,16,0.1491949521005153
121BD65CDA0BE15FE74B009A2C4DC4FA,13791.50390625,0,0,0.1251722,10,16,0.110087975859642
4FFE88A0D0C6881DF799AE47DE24D7B3,23200.380859375,0,0,0.2592541,12,17,0.0786442253738641
DF84A30CCE2A5CCBCC0EA7EC832A07D2,9855.1455078125,0,0,0.45675087,8,33,0.0309551940657771
5A75AFD5E406A8CB395C2D02CF1C4960,21677.380859375,0,0,0.2976294,12,16,0.070197906345129
8F9BB6FD8FBD3221581AE1241B9723D5,24232.484375,0,0,0.23963009,11,16,0.0799941768248875
9C3912C4EA4579CE1C3F075F6FA9F30F,21708.123046875,0,0,0.92722535,31,33,0.2263383039583762
591D2A40C8E96B22412102A61912B9F3,12305.2265625,0,0,0.12651868,10,17,0.1075143003836274
07C7BB683F8E62A41B9876185E13A096,9409.2548828125,0,0,0.10921124,11,17,0.1199264089976038
2ED6C503771A783935195A7B05E21377,6354.654296875,0,0,0.08806166,12,16,0.1500324815511703
E43E170338139F46B7B5D19A2CE24BD7,22327.45703125,0,0,0.1634901,11,19,0.0907048678232563
4A846EA3210966D2D49CAFDBF515C8B8,9083.73046875,0,0,0.10226771,11,16,0.12943663696448
737D383191BB631BB2F598B89B7D660B,28353.626953125,0,0,0.6985658,24,26,0.1163249282787243
B4D9F26D6D0606E1D1163CB224992625,2143.4248046875,0,0,0.07172422,12,16,0.1677083164453506
559ADA3063446B0476547636DCC922CA,41533.03125,1,1,0.95554745,29,29,0.6418306827545166
81A8078F028E8830F136D0F8141BC79E,28159.02734375,0,0,0.70027494,21,31,0.0514607624235478
986D8767D64D704E995AF6E76A6F3D97,22387.0234375,0,0,0.05638374,11,15,0.1711483716964721
9CE8F0C45827AE97A80487C956B299CC,39886.1484375,0,0,0.908803,8,9,0.3241783082485199
A186E9940F8D5E15EBFB919696E7E693,35991.28125,0,0,0.6288291,0,32,0.0293192046158241
1A5CC6B77AC3EA0980AA6450AC3F7A73,8149.70361328125,0,0,0.88114935,23,33,0.0667470002292909
7388DBB01C5130063352784CAC9025B8,16311.2490234375,0,0,0.099408165,12,17,0.1309512592852115
6619E0A3B78D8B70DE3C70127CB35C6E,6158.61474609375,0,0,0.0851442,12,17,0.1362405493855476
274138BB7252882EB2DAD95E6D4D14BE,14834.2021484375,0,0,0.16085702,11,17,0.0969502542700086
11013AD0EF1A45A08851744FC935E7E9,3413.168212890625,0,0,0.072911456,12,16,0.1587546274065971
9CF85346255AF87D0E80BF986C01035F,11651.8076171875,0,0,0.2653634,11,17,0.0684975013136863
E765ACF24D6777F13E79FDBEA1E95024,11096.794921875,0,0,0.15904692,11,16,0.0998266314466794
3A473E029F2C8624B89448158BB1CF4B,10856.9794921875,0,0,0.11339654,12,17,0.1223482762773831
7DAA18F781EA62543ACA9C5D142B0555,2703.712158203125,0,0,0.062761955,12,17,0.1587141826748848
C58C7AF44F49A2A6570463DD08C81BF1,41792.08203125,1,1,0.968889,28,28,0.702864944934845
89FAF4101DEB7D4D2493174932F42AD3,30515.583984375,0,0,0.50945705,3,33,0.0318392299025529
DBE64DE95274022567790BD363897CB1,10651.8740234375,0,0,0.2477114,10,17,0.0674749719910323
612957BFAB7D0D493FBAA762C6468231,37694.265625,0,0,0.5327236,26,33,0.0456879339180886
5129696EFCE95A345DA4D4D57B86746D,38214.4140625,0,0,0.5260624,7,32,0.0335064544163357
A140348963856F78E6F210C0D06D7E29,14719.6240234375,0,0,0.19377723,14,21,0.0799268651753664
CE4C341BD0AA8D2F06A3C57D1E3F2E72,10639.7626953125,0,0,0.10531194,12,17,0.1277036021153132
A19ACD203F8A84E4EE81C97C745AE7FF,22179.5546875,0,0,0.22013354,10,17,0.0837161475792527
A5242DE1409231385B710EBACFA32FE2,12747.4462890625,0,0,0.17197816,11,16,0.0996818592151006
B1082B6BA39A6BA71A728CCE88E63BF6,29844.48046875,0,0,0.50298303,16,33,0.0373754782809151
947E5A601A534C6EABEFFAE3AB84FA58,18736.220703125,0,0,0.5306687,9,33,0.0361458104476332
1ABDC704751E274CF4A1A7781ED9B1D8,16039.9208984375,0,0,0.14463621,11,18,0.0977520132437348
4AAF14ACB7CEF75227C66F2D6B7DA0D1,4957.58935546875,0,0,0.08740596,11,17,0.1260076888969966
161B1EA7EA5EDFAF6ADC15DD04C78914,41303.046875,1,1,0.9839951,32,32,0.7272476553916931
42597157D11C6B285F6BD1B6D0F48571,18869.029296875,1,1,0.22270477,11,18,0.0726546025834977
CA792BB3F130E50F67B9C53E8C17F63F,14682.8115234375,0,0,0.09435943,10,17,0.1177662564441561
B331F0993C404FEF32DDB10FAC2F93C8,38319.25,0,0,0.88013196,26,26,0.4354940354824066
FD2DCA43F9E1EEAD5E80887138083258,36511.25,0,0,0.66196525,26,33,0.0541473769117146
DD4BE0A8400DA30349BFD80013297851,11879.2998046875,0,0,0.08539052,11,17,0.1325313565986497
AB72B2A5CD4D2EC946A8F0280BCA01D7,24044.158203125,0,0,0.20332439,11,17,0.0842737129756382
3A20CA62967E1B94DA4110695E4EBFE8,3214.931884765625,0,0,0.059409272,12,17,0.1577495920161406
D538C4786B037F5C1D60C9DA9A572023,4220.8017578125,0,0,0.08810582,11,17,0.1291800769312041
A030CBFC7431B57BB935BD569E0AD72D,20906.255859375,0,0,0.14635623,12,17,0.1089554702242215
3EBD29075F25665FC330B22FF7DCEA0E,7764.8671875,0,0,0.09428773,11,17,0.126437627843448
7E3ABE4D42F63696AFA2601839DE79D9,41636.9375,0,0,0.92130184,24,32,0.0975167934989763
C2D44584BC46058B04CFD50CE71BD310,17659.150390625,0,0,0.4981355,6,33,0.0317573612223246
E1599E141F4E3BDE96634B5393A6803E,30172.1875,0,0,0.17063645,11,18,0.0899655343964695
421B5F7A59875E65C66F32A244AA9EC3,12687.474609375,0,0,0.33536023,12,23,0.0539513354500134
B4F1E2D95A9821476D8EADD3C63A9055,7213.3818359375,0,0,0.10674246,11,16,0.1303612316648165
35BBEE90B5209B65A6EF59E91079AEF8,33414.94140625,0,0,0.46774885,9,32,0.0349038350007807
DD13DC52FC9C0D771A7E3C37D3A90FA8,10788.2900390625,0,0,0.31010842,12,17,0.0597832053899765
A1F3199B2566B2D5CE63DB69EAAF53B2,11460.6552734375,0,0,0.22385502,13,18,0.0857832233111063
EC7A17D93883D4CEA2DB8B66ADDF9E7D,25493.5234375,1,1,0.24147095,6,17,0.0594222727231681
43254DF03D035E2933D559D0348F8075,28662.84375,0,0,0.29461643,0,17,0.0395850620051431
5478ABD1CAB21815739408F3F12E0421,38959.41796875,0,0,0.81251526,26,32,0.0825092774549765
BEB2BB382037E2F8E29B4EE3B4E4B069,18451.6328125,0,0,0.21144262,12,17,0.0854046878715356
0062D9BE61EAB7ED33533D4F5335795C,28904.9375,0,0,0.23661417,11,17,0.0753886827400752
8E168110B473A85A41B8663E68286077,29918.72265625,0,0,0.57929516,26,32,0.0547725207039288
F10635FFA9746BA0AD126A570D4F7DB1,7948.712890625,0,0,0.42019293,2,33,0.0289651453786063
6890C580A165E2B6507F31B9F44DDF79,37263.8125,0,0,0.26683062,11,33,0.0396748454229015
4FE8FC9F7A20ABF64920616B8A2F5179,4263.58544921875,0,0,0.06103668,10,14,0.1776111423969268
A46044EECFE0B068E5FF838C24BD7826,8509.4794921875,0,0,0.07900953,11,17,0.1351503261498042
DAA01325EF2860887BD90C5CBF72AE75,15070.4326171875,0,0,0.064637356,12,17,0.1541723683476448
39C754BF998881DFD9D7594C38220679,28640.921875,0,0,0.23934588,17,22,0.0805652576188246
DAE41C75DDEAA189A29C76A5303F2504,21117.435546875,0,0,0.3294793,9,18,0.049421120993793
B0671AB165ED4635A7C8DF23B37057EC,24521.0,0,0,0.8094049,20,32,0.0503901167271228
9E6F916C834E0018B06C317248F15F7E,36184.80859375,1,1,0.88608503,7,7,0.5157636404037476
2616728A1E9CC8598CC4CF7DEE096400,40625.23828125,1,1,0.94274485,26,27,0.3661000430583954
22925A6086433B76186804D7D3A446D5,4978.1328125,0,0,0.07342713,12,16,0.1630789369344711
64EF478262EF13F993043157E46CB985,23105.216796875,0,0,0.5493949,8,32,0.0336797524616122
05FD1A50FA2494A42617FBC858560F0E,37115.734375,0,0,0.40516087,11,25,0.0387907780706882
FA58925A40EEED0B2C79C5A7A117631E,6665.1298828125,0,0,0.10504898,11,18,0.106588311959058
C2738E57505C4CC72C962D3F9F76EE94,761.234130859375,0,0,0.07511854,12,17,0.1482805659373601
17ECB89594E642DB53E090F621AE1213,8379.7919921875,0,0,0.14357574,11,16,0.1078341777125994
4D6B4ECCE075284BBB8DC13B40A5D15C,15784.0322265625,0,0,0.050859764,14,16,0.2405303766330083
CE01DF25784C917BD0CE9F7BD6635A55,20036.72265625,0,0,0.26206198,10,19,0.0611772939562797
106E64CA153FDD2D1727FB3D96A090D3,2259.090087890625,0,0,0.1469144,12,20,0.090149867037932
9A21E0C44E823A7637CB7D2F5CB34A36,461.7506103515625,0,0,0.098855205,11,17,0.1255078374275139
4177A443983FBC85561A700C6E004477,1270.446044921875,0,0,0.07995489,11,16,0.1386827267706394
54CE404F049FE5D4AE944E998B6A2DA0,17173.2265625,0,0,0.18047488,11,16,0.0965040090183417
0AE2A935E8E6AD5A552033D7AA7E93BB,35352.1484375,0,0,0.46859953,2,24,0.0350054143725529
029D824D828FE51C5528A1802F006C52,26859.056640625,0,0,0.3276522,11,17,0.0667122208646365
853F5919ABBC37AC608139B9A6FACD1F,6753.8046875,0,0,0.10485549,11,16,0.1257897069056829
EDB7CB505234BA05A145BAF5C5F3508C,32550.505859375,0,0,0.095328264,11,17,0.1259927526116371
4B21F03B766DBE053BBA8A2E82C5AE45,28974.951171875,0,0,0.23080833,12,17,0.0867076267798741
9E40BAC06A640DA20817C8EB1BDB8DAE,17555.5546875,0,0,0.10973556,11,17,0.1155920198985508
304C3EA58967911222F4C65716C533D6,18932.9296875,0,0,0.13979459,11,16,0.1283106034000714
5CEB6DEA7041C2C7BA7E99A4957479CE,33603.29296875,0,0,0.8340151,24,26,0.1659642780820528
8594344CF271FC5819264A133AB21F3C,9043.654296875,0,0,0.27251127,11,18,0.0659489659592509
B8FA384B2B1CFB07F1648C572A1A1338,41904.06640625,1,1,0.9860005,32,32,0.7612976431846619
18DBEBEE486FE2D8279A9B1C7FAB659C,638.8245849609375,0,0,0.05526134,12,16,0.169685386121273
A7749A0546B9BAC0935BD14C1C971F88,4602.48583984375,0,0,0.22786786,11,17,0.0761051529220172
6448C5261A237675A16CFD06A5ED7A29,23816.794921875,0,0,0.30870327,12,18,0.0628763447914804
E4E476B275E6D986833981392A6F56CA,27288.28515625,0,0,0.6170543,24,33,0.052597576752305
27C293D495851E60DF36139C56B6AE08,11779.5,0,0,0.27339098,2,16,0.0533108944073319
204C164222A235F2C483F078829C678C,3951.07373046875,0,0,0.27913257,9,18,0.0592021163552999
653D3076A21E7D30930E6FBA43B6A31F,30133.314453125,0,0,0.5573138,20,23,0.0779764037579298
10F8975BB29638D6A8AEA4E9AF8F5D9B,13362.41796875,0,0,0.12858139,11,16,0.1149050866564114
660BDC814F42161A10480411A6E08F48,32614.306640625,0,0,0.623119,8,33,0.0358873863991063
94777674F26394667AFC8809300973BE,22991.09375,0,0,0.5299476,20,33,0.0365158048059259
530C1A9820397F0D1CA70BC568B8D0EB,40673.1328125,1,1,0.9605448,19,32,0.063098384217093
5588B28F03F905BB3C9949CB41E45A13,10966.544921875,0,0,0.51397943,21,33,0.0355425605980249
93493DA4E23260BC1AFF0EFE802A6E9D,6601.4814453125,0,0,0.10155055,11,16,0.1316296917696794
98357DEDC17FFD45F0FC757D7B552D67,25729.650390625,0,0,0.22568052,10,17,0.0988931562751531
536B908C4D122B3097BF7DB1249CC82E,9625.1337890625,0,0,0.18388723,11,18,0.0829985653981566
B20F97FDA4566B701DD6ADB537054275,36991.5625,0,0,0.8849808,32,32,0.44694384932518
3652B5DD56485459CD2A78DDF5F4E474,5471.255859375,0,0,0.069692075,11,16,0.1480308572451273
6290AAE353CED3CA47E6EB49D146A895,13838.150390625,0,0,0.14498997,11,16,0.107990459849437
BB4BD99879DF88E24A08BDA4692936FE,7050.11328125,0,0,0.08722903,11,17,0.1271723370466913
47BB5B89A5F94FC37E214D11207128FC,39270.671875,1,1,0.94328374,4,33,0.0322721990252224
9F58BDBB7E40CEEAB6F0DAC061EBA9A8,26121.708984375,0,0,0.5096985,8,33,0.0350065176160289
4E6DC52847AE9FF0B110C8E104D991BC,16423.60546875,0,0,0.50342035,8,18,0.0645325905220075
111A9355B96F888F3F6FFCE88E958608,12136.8212890625,0,0,0.12076007,11,17,0.1127802176134926
0CD65FCED3A85EC591BE12AE1A7B491F,8298.400390625,0,0,0.11037967,10,17,0.1085627218708396
CDFE782CE9AFC277E886F3F1382365EE,9697.2431640625,0,0,0.09297789,11,17,0.1234578681843621
1086B4A9F6EECF2E5BB64145A27E4A56,8790.6962890625,0,0,0.15332359,12,17,0.1086691282689571
622D49FF15FBF05CA6CE77816504B846,15387.2841796875,0,0,0.3607812,13,16,0.0494493013247847
D64F84A64299E687AD1765FED716F352,22305.03125,0,0,0.10231629,12,16,0.1399357393383979
0DE0E24522939CBBA467CC90FCC22224,11303.525390625,0,0,0.26965228,2,11,0.0400940583262126
62E2B2A177100A681AB14D1C815B2DD1,22559.478515625,0,0,0.18333028,12,18,0.0904082421745572
0E52D9BCC524B191923B17FFB7FEACCF,32599.591796875,0,0,0.2625532,7,20,0.0510608596461159
CAA4716B7067706D882D520370BC2F24,14581.3720703125,0,0,0.2322184,12,20,0.0723452878495057
92C59938718F956C4F275D56EFAEEBBB,7622.11572265625,0,0,0.11362221,10,17,0.1140728015452623
01C4939BC4827731E11D7F4DCE3B4F52,41465.1484375,1,1,0.9676705,26,26,0.6672908067703247
106530442600141010DA825E76A6A4C3,25760.04296875,1,1,0.58119947,20,25,0.0557642417649428
365F34464568F590BCF09199FD20AC65,4991.81005859375,0,0,0.089363955,11,16,0.1358226500451564
2E5AC95D7729FBDE7E880B6C733DAD6D,19724.505859375,0,0,0.06328628,11,17,0.1409445330500602
BE68EF290F659E36A058CCF4E6AC63F3,9568.8466796875,0,0,0.06467212,11,16,0.1506228620807329
43A6D165F915FD26DC1E7DFD8F863D23,34236.0703125,0,0,0.29374096,11,18,0.0592297930270433
823F1DED73F2479F18499BFFCBBFA03B,8008.88427734375,0,0,0.08132279,11,16,0.1421037353575229
C1520F0708C3EE5A8A28CAB7E90E751A,22905.65625,0,0,0.08673247,11,16,0.13707971945405
87FA694A3632AD536ACCCFC930602BC9,9479.8046875,0,0,0.13458759,11,18,0.1032657790929079
7426CB0C3083A3F0FB1AFDAE222B9A09,24288.712890625,0,0,0.308948,10,16,0.0707281439432076
12A9E4E4BD36957A4466407ED839FB44,11087.0595703125,0,0,0.2074306,10,17,0.0675182042177766
8DF51BFA9DCAEA71E11E14927BDCDBBE,4505.701171875,0,0,0.10311169,11,17,0.1238487852471215
979635DCCC52485A0E8B91FD817D8399,11249.7373046875,0,0,0.2308301,11,19,0.0676927959753407
50B825D33561390C0C5971DF22CE77B7,5672.1962890625,0,0,0.11581948,12,17,0.1267068088054657
A21D390D522352C8657D063A602898A8,35397.9140625,0,0,0.6585006,1,33,0.0287386417727578
F85DFE135E6ED6140B37ABE65569E4C4,14564.21875,0,0,0.20336422,10,16,0.0846987473113196
A1D0430ACE257CA52CABC4B1D54D9307,40324.59375,1,1,0.9809909,33,33,0.8454654216766357
12195399D0233C72A00351F7A35CA9A1,32148.8125,0,0,0.24242525,11,21,0.0617885555733334
D998679041E41DFD38ADE64AFC54AD12,30159.384765625,0,0,0.1924609,11,17,0.0854121747293642
3CFBEC9CADD1B27E7E3B7D8FBE9D88AE,9483.1201171875,0,0,0.074611254,12,17,0.1496422737836837
198372224D4C63C1471940E66B8C13FA,39476.03125,0,0,0.44824523,14,32,0.0364534132378666
8643560DBF9E088EFB456195ADED609D,33971.0546875,0,0,0.51032144,0,33,0.0294117637745597
A756E61575A3100C7C85AD6BB6BD162A,41128.08984375,0,0,0.94139403,30,33,0.1910475734621286
39154100BCBA141DC81CB930E0BCBEAF,5255.5615234375,0,0,0.3040866,2,20,0.0410331686664568
00EEF4230A794D8C5F3ED003FA3F94A2,9695.4501953125,0,0,0.16972032,16,22,0.0950960006032671
BF578C9112BDE1170D0AF943D7582FEC,35807.43359375,1,1,0.9958341,22,22,0.9381945729255676
7CB73DF5DF505599D775769891CC4C12,10794.9033203125,0,0,0.14709051,11,16,0.1077668455739816
A13EBFEDF60BFF4F97F27C0F708D4110,6865.53271484375,0,0,0.22265705,11,16,0.0843715655306975
B9BE47FA68E7911C315298F4F52CE627,11034.8330078125,0,0,0.13096711,13,16,0.143042841926217
B02B2C63BAAFB8C4DBD8C46A80BB3156,5010.271484375,0,0,0.07431194,11,17,0.1369400450161525
451570320EAF874D6C883F7D419BA8E9,29223.23828125,0,0,0.16849539,11,17,0.0973936500293868
6616D669C85B1E7C42C5AF3F3D04D337,24430.85546875,0,0,0.20071338,11,17,0.0881493857928684
D0ACAA36E997FBF84B16B5ABE178B300,5825.88916015625,0,0,0.13631985,11,17,0.1072987584131104
C1ED23EEC8AEA46E1628FF1EBF6435BA,29204.025390625,0,0,0.264707,12,18,0.0659940716411386
3F3C342F866FB1E2F3394A9B4144109B,24093.595703125,0,0,0.22316661,11,18,0.0745294583030045
0A488AD932DCFD07B4E923A07F3DE85E,17253.025390625,0,0,0.23110294,11,16,0.0775464015702406
5F2A9120527CFC68FC5F1470AFA34423,22847.498046875,0,0,0.21930203,11,20,0.0668593763373792
AADE8BE4A5E81D166F318912F706E863,30720.41015625,0,0,0.5490383,14,32,0.0362208023373233
787880DFD6A590653A9EBAD5E6A55B09,28338.505859375,0,0,0.76120454,8,32,0.0313780802115798
8CA43FC93C2CBE28BE35030566D07509,5584.470703125,0,0,0.09939018,11,16,0.1307952540616194
71C3EF47A62812A1FA2D95F24845715D,8735.302734375,0,0,0.2204534,11,17,0.0825961546174117
C7648A469212303BF04BBA19105773BE,41803.69140625,1,1,0.9559955,25,33,0.0916344567408992
BEC3184C1B0FBD51EE694D2DE9D7094E,20442.138671875,0,0,0.08851932,12,17,0.1413204458852609
DE6B906C3EC514EAD65C11107FB46B11,39066.43359375,0,0,0.9239819,31,32,0.3531393110752105
B6D5D5791CAF8EC89A97E9175C50DDAF,18645.697265625,0,0,0.52161413,4,33,0.0310082544572651
701C7AB1F52B47FE28D4B04F3ADD7998,17550.138671875,0,0,0.13400681,11,16,0.1188140052060286
12B5F09EF0D1342DDE21E3C0E786DACB,1134.829345703125,0,0,0.087544926,11,17,0.1307799933212144
B9293466B1FF977CA55E78528C8C4FF7,20927.85546875,0,0,0.16026443,10,15,0.1028237901628017
81B8079E48789BC5F3D875A9C03D56FF,17161.525390625,0,0,0.8427025,13,16,0.1916624493896961
1C9543F8764C4647911EE79709F24B3D,11375.5673828125,0,0,0.18570736,10,16,0.0864747975553785
EC1DCF97917CE736B42FB8176B421C68,24670.373046875,0,0,0.5398453,1,31,0.0299621288394255
641125A4043DFCB3F7516FB40C5DAD66,17795.740234375,0,0,0.09442566,12,17,0.1413910153011481
D2384C50F0989A3911C89E97B49AB273,7599.0634765625,0,0,0.19914664,10,18,0.075602114200592
165A59D9B25A32C76DEB18A8F6A12A61,8879.771484375,0,0,0.07146067,11,16,0.1469984824458758
BFDEFA81AEF4A529D35CD5AD964497CA,40552.453125,1,1,0.6110986,0,32,0.0292322357947176
7EDA87580A5CBEF93F17643FFCED0371,40232.19140625,1,1,0.9306795,4,4,0.5912766456604004
