CONS_NO,FLAG,ss_rec_mean,ss_rec_max,ss_pred_mean,ss_pred_max,ss_rec_scale_mean,ss_rec_scale_max,ss_pred_scale_mean,ss_pred_scale_max,ss_rec_ref_pct,ss_pred_ref_pct,ss_rec_ref_z,ss_pred_ref_z,ss_rec_late_mean,ss_pred_late_mean,ss_latent_dist,ss_cluster_latent_dist,ss_cluster_latent_ref_pct,ss_nearest_proto,ss_top_month,ss_top_month_score,ss_abnormal_month_count,ss_max_consec_abnormal_months,ss_combined_score
2125C9893E3BEB4B8605F64F2C4FD86C,0,0.51106524,2.2280455,0.45342097,1.7074344,1.705418,7.434958,1.7311318,6.518874,0.29597235,0.41311246,-0.4700919,-0.19806053,0.5125509,0.33907923,1.9078083,1.0327102,0.45351806,4,0,3.9354799,2,2,0.1647256598755251
4EC369E7A62FA7EF08304CC4A9C36F5B,0,0.98473537,3.9813669,0.66834784,4.558947,1.082746,4.377632,2.0535054,14.00741,0.6986609,0.65046316,0.61219835,0.45474508,0.885871,0.62620425,1.7062595,0.8157037,0.22354671,0,7,8.540314,1,1,0.22451547802034358
4AB805EFF2FB92161D5B9BE47950A902,0,1.0050378,3.0399053,0.6392893,2.7846928,1.1529359,3.4872477,1.6290956,7.096209,0.70954925,0.6265449,0.6585874,0.36648455,0.72416043,0.55038756,4.310433,1.9600943,0.9058493,3,8,5.031231,2,2,0.3220385715179862
5251897A9A7CE07A5CF0C181C6429C20,0,0.1552643,0.2638145,0.11031797,0.16406375,0.98113835,1.6670835,1.0379628,1.5436476,0.03403256,0.033929355,-1.2830626,-1.2401804,0.20262022,0.13015674,2.628861,1.0185345,0.41143537,4,25,0.4135415,0,0,0.06513579200728385
B03093AA23179EB012A0E037F8065EB3,0,0.13321531,0.23969148,0.08622714,0.14581928,1.0011073,1.8012713,1.1517831,1.9477879,0.0022447559,0.0046185204,-1.3334423,-1.3133525,0.17494817,0.11077518,2.6554449,1.0404763,0.47867483,4,25,0.37207913,1,1,0.06820272043850141
9D26CB4FD55069B3F0B94921B66CB21B,0,0.8911463,1.195395,0.7058654,1.4251472,0.97201425,1.3038722,1.0762861,2.173029,0.64040047,0.6755941,0.3983564,0.5686986,0.98364526,0.7369638,2.4628472,1.7697867,0.8647986,7,22,2.4923115,1,1,0.31312674287269815
F56ED0B59DA5DF9D6E1A2A9F4918DEBF,0,0.1333679,0.24053936,0.086374335,0.14633305,1.0057702,1.8139845,1.1563578,1.9590698,0.014887633,0.01225585,-1.3330936,-1.3129053,0.17574047,0.11111464,2.654548,1.0389272,0.46706402,4,25,0.37336218,1,1,0.06729158816575413
8C56D58C204252979A0E9D05BD459C2F,0,0.64538646,4.622733,0.45826626,4.3725805,7.64452,54.755684,5.1604238,49.23856,0.43037388,0.42031118,-0.16318099,-0.18334374,0.10595987,0.10459002,2.5392575,0.8972098,0.2941404,4,4,8.910578,4,2,0.16214323057533725
5ACA4300E343126E5E09A72FCD76AA20,0,0.64319867,3.0879197,0.40963486,1.8009876,1.8000364,8.641759,1.5529257,6.8275433,0.42841294,0.3516784,-0.16817987,-0.33105376,0.60096824,0.41858566,2.5336366,0.8231073,0.2291715,7,0,3.6993022,3,1,0.1423859380507827
217499E485836E5B545633EFFF9421E7,0,0.7795272,1.9494784,0.5027279,1.8626776,1.2625638,3.157479,1.4150667,5.243021,0.5557964,0.47988752,0.14331755,-0.048298616,0.58482623,0.41209102,1.6607972,0.7738275,0.19204272,0,17,3.5757256,2,1,0.17423391964971913
49D925BEBBD22D0597DB9E747C8B1684,0,0.13326752,0.24005304,0.086365126,0.14675044,0.9978455,1.7974058,1.1533782,1.9598045,0.009830482,0.012023634,-1.333323,-1.3129333,0.17529587,0.11107702,2.6551309,1.0398825,0.4728178,4,25,0.37267512,1,1,0.06751583837142748
11A2C4C884973B5E6C8CB3E4BF7BF2DB,0,0.9984915,2.560993,0.57646126,2.1814556,1.0138546,2.6003973,1.3231852,5.0072227,0.7062466,0.5668395,0.6436298,0.17565446,0.81003004,0.59332424,1.6879057,1.2971692,0.6792063,5,6,4.742449,2,1,0.27982836608936085
CB5E2CE8B81A549CD350C024F95E785D,0,0.9455452,3.4457011,0.6890758,3.1352875,2.9312167,10.681769,3.6118145,16.433716,0.6759295,0.66429293,0.52265257,0.517703,1.868482,1.2924107,2.043156,1.5411144,0.79474676,0,30,6.4081655,3,2,0.30645125219836167
04A0D4B8410EA0F8FF26C73CA119D29B,0,4.3176737,27.264273,5.6035867,28.7805,2.2742095,14.360664,3.0456593,15.642765,0.9089455,0.9104162,8.227639,15.444736,4.5028267,5.1427827,3.5183043,3.6383212,0.9925691,6,25,56.044773,2,1,0.40489819692039963
7F08CBCF51E60D6B72C614869D16A249,0,0.5553529,2.9670804,0.43985054,2.9913502,2.9471095,15.745501,3.3596947,22.848722,0.34053203,0.39389014,-0.36889887,-0.23927851,1.0741016,0.73740536,1.5416343,0.6493346,0.11231519,0,25,5.9584303,1,1,0.11870074135620427
34E001C458BE5903926F3365EC5832F9,0,0.92099774,1.9076217,0.51525086,1.4838089,0.8470749,1.7545086,1.1639729,3.3519852,0.6607839,0.49521378,0.46656403,-0.010262223,0.8088111,0.41774836,3.9577563,0.61882335,0.0951312,2,6,3.0181623,1,1,0.1776509760869167
862EC483DE3ED901F7A85FC4B27DA27F,0,0.50631374,1.1793957,0.44732544,1.2506795,1.0803001,2.516426,1.1197517,3.13072,0.29117322,0.40408185,-0.48094866,-0.21657471,0.40186897,0.39076474,4.648337,1.9535638,0.9046882,3,18,2.4300752,1,1,0.22845242482712985
6F0BBF5F8F4CAAF74E439C3417B88AAF,0,0.5214235,1.2379556,0.33026865,1.0781813,1.3323823,3.1633215,1.3004383,4.245356,0.30616406,0.24230462,-0.44642428,-0.5721158,0.33463433,0.21055599,3.0736318,1.4038703,0.7364089,2,4,2.281324,2,1,0.1825343544857578
1B954A58CD9D5D0B96612E4B3EFC8B82,0,0.13324833,0.23962459,0.086196914,0.14574362,0.99925053,1.7969829,1.1516626,1.947256,0.008282375,0.0017545217,-1.3333669,-1.3134443,0.17492278,0.11070037,2.655643,1.0407965,0.48295793,4,25,0.37195474,1,1,0.0688268372103922
3E59D25067C6C216E5A7F922078361A3,0,0.4886973,1.1785455,0.34815234,1.1821184,1.345367,3.244496,1.4679344,4.984233,0.2735248,0.2649586,-0.52120054,-0.517797,0.48264536,0.35509706,1.4466094,0.38993695,0.013907165,0,18,2.360664,3,1,0.07579859118234655
30E2266C70ED138ED52700D2887F0457,0,0.82365865,4.9689345,0.6483567,3.45051,3.5745556,21.564434,3.4930427,18.589735,0.5917641,0.6342854,0.24415365,0.39402518,0.7151479,0.68356705,1.7942109,1.1848887,0.6101865,0,1,7.891644,4,3,0.2629140705756292
0BA7CEE98CE7EB920FE0E6D8B56FE8FB,0,0.2134864,0.62622106,0.148382,0.47478366,1.196353,3.5092695,1.1131988,3.5619457,0.06576876,0.05722837,-1.1500307,-1.1245672,0.2227555,0.16664617,1.8201747,0.9211528,0.31731042,5,28,1.0813241,2,1,0.059442912462273866
EBFCB3CF927BA70660DB0D48F3B325B2,0,0.8235725,3.8520117,0.5791734,3.0911915,2.5967443,12.145488,3.1723557,16.931646,0.5917125,0.56980675,0.24395686,0.18389212,1.8339754,1.2206436,1.7843,1.1463549,0.57855356,0,32,6.3276258,4,2,0.24889845753398315
B9572345F5DCD71C181E0443D84174D1,0,0.95959294,7.3364773,1.0406107,7.3548717,1.9836466,15.165783,2.311071,16.334284,0.6843409,0.8284697,0.5547503,1.5854332,1.2666132,1.164295,2.1712162,1.6968166,0.8442862,4,12,14.691349,2,1,0.3388280715350896
C9A4AFFBB98C526841BF8DEA26EA52E7,0,0.15742886,0.26611423,0.11257826,0.16561799,0.9831824,1.6619494,1.0325475,1.519018,0.034213174,0.03410997,-1.2781167,-1.2333151,0.20517541,0.13156511,2.627249,1.0188059,0.4120804,4,25,0.4172637,0,0,0.06528244401363059
BBC0B81EF9B3BD8F79160FC7E320B45C,0,0.29459316,1.2586011,0.22928904,1.1523464,1.1324662,4.838276,1.2140406,6.101449,0.11314085,0.11793999,-0.96470964,-0.878825,0.31041244,0.21148372,1.7057269,0.8619024,0.26173335,4,2,2.4109473,1,1,0.06710004862511011
8DF0CD96150F92A6F6F19DD668361E6C,0,0.5442405,1.4153117,0.41407406,1.7480516,1.2278925,3.1931667,1.2234986,5.1651115,0.32956627,0.35805145,-0.39428973,-0.3175704,0.73534983,0.5771635,2.4827523,0.43022037,0.022808783,7,30,3.1633635,1,1,0.098835359546728
6DD316BA6A573980C99E52235DD0AD1D,0,1.1076819,2.8400304,0.7332221,2.6167347,1.505758,3.8606741,1.4411435,5.1431756,0.7600433,0.6928813,0.89311916,0.65179026,0.6945899,0.5162781,3.355013,1.5165354,0.78468406,2,6,5.2876587,2,1,0.32141344713107134
9B2B647CA9534C6930A9091C4A34A6D4,0,0.65898865,2.5725083,0.44648942,2.8128552,1.9731277,7.7025414,2.3973124,15.102918,0.44425523,0.40281755,-0.13210128,-0.21911398,0.2568633,0.17565566,1.668289,0.8530818,0.2537348,5,2,5.3853636,2,1,0.1557290131225056
459F6516FEE310997BDD96750D0A732F,0,0.56055653,3.6936002,0.38792774,2.4559948,2.978918,19.628586,2.9814684,18.875866,0.34533116,0.32043242,-0.35700914,-0.39698562,0.2948169,0.2627092,1.6792243,0.88162446,0.27935597,5,0,6.1495953,2,2,0.13303262001723518
6135997A784E4EAA8617CE4A503ACA9D,0,0.4254482,4.206331,0.26542377,1.0776051,2.0497644,20.265656,1.4336979,5.82073,0.21696725,0.15893903,-0.66571856,-0.76907164,0.3151296,0.26624855,1.6282718,0.84054726,0.24269164,0,0,5.283936,2,2,0.08543701339005985
729D5960B220417561AF5CD76303CAA0,0,0.7321935,2.6169164,0.44212475,1.9586853,2.134898,7.630291,1.682886,7.455461,0.5145135,0.39662513,0.035164744,-0.23237096,0.78331065,0.5170986,3.0008318,0.66490793,0.121732846,7,30,3.775666,3,2,0.14583357333492017
79E594A9C9B61194F940766A0719B3F3,0,0.13323389,0.23971602,0.08621646,0.14581788,0.99882835,1.7971041,1.1520243,1.9484184,0.0035348453,0.0038702686,-1.3333999,-1.3133849,0.1750269,0.110751875,2.655501,1.0405335,0.4796811,4,25,0.37210125,1,1,0.06834935100964301
6E2DEE0C18CF403C74B3727277174221,0,0.8877053,3.817778,0.7265328,2.9303606,1.3213114,5.6825986,1.7416021,7.0244894,0.6381815,0.6885982,0.3904941,0.6314726,1.4808741,1.2769779,4.8867307,1.9162627,0.8976959,3,29,6.5180264,2,2,0.3194928121226282
C39ADDED1EA24CA431A4C981294B81F3,0,0.302026,0.6899167,0.2234393,0.7543116,1.0456238,2.388514,1.2121992,4.0922794,0.11830121,0.11123152,-0.9477263,-0.8965927,0.3119202,0.2270661,2.0351007,0.90111333,0.29754624,7,25,1.4442283,2,1,0.07209292095913354
E26589D2A9823730D1E3CD266FC3652D,0,144525.47,1.4169326e+06,144793.69,1.4190576e+06,9.999661,98.03702,9.962222,97.63524,0.9845963,0.9846221,330225.03,439785.84,382996.9,383602.12,11.134443,1.0104079,0.40080503,1,30,2.8359902e+06,3,3,0.6252630305569967
67E4BE5E4E7C4747456991F3C9FC97CA,0,0.13340588,0.24009164,0.08672908,0.14683692,0.99866205,1.7973002,1.1390628,1.9284937,0.015558479,0.016074516,-1.3330069,-1.3118279,0.17607562,0.111304276,2.6530552,1.0365881,0.46063936,4,25,0.37313348,1,1,0.06700984908949904
AD41D85A5E4379DEB393EAA407D6A0B4,0,1.2098559,2.0155199,0.84721845,2.3341465,1.1031122,1.8376936,1.0822583,2.9816978,0.8043192,0.75256085,1.1265769,0.99803567,0.9613478,0.81204957,7.108706,1.9248135,0.8992956,3,30,4.305415,1,1,0.3532681480870105
C493752E9E219DD3A4EB7088E23DB13D,0,0.13322741,0.23978522,0.086299576,0.14591612,0.9977075,1.7956927,1.1515285,1.947015,0.0028639988,0.00964987,-1.3334147,-1.3131324,0.17512913,0.110841006,2.6552303,1.0401672,0.47532058,4,25,0.37224713,1,1,0.0677139519881633
9AA7965F51FA9323EA4312171388547E,0,0.7409891,2.1270592,0.57162344,2.2230403,0.97809464,2.807687,1.1868563,4.6156774,0.5223572,0.5619372,0.055261742,0.16096039,0.6946346,0.51548505,2.7947202,1.0826299,0.5219702,7,2,4.3500996,2,1,0.22939555824182944
999274220CD8126AB947A2390C52C9AB,0,914.4913,16819.262,918.45294,16957.021,25.004032,459.8725,31.027239,572.84326,0.9517248,0.9519055,2087.886,2788.0771,2527.1292,2549.1672,10.996026,0.7470824,0.17367186,1,23,33776.28,2,2,0.2999347365967795
80D9461223638D8AB034720FFCEE731C,0,2.0040689,30.224207,1.5250591,14.978478,3.3693995,50.815327,2.528804,24.836834,0.8919421,0.88314366,2.9412763,3.0568671,4.5893703,3.2598867,2.5924697,2.4445686,0.9566014,4,32,45.202686,2,2,0.39342864471788425
75CB1E75AC1A39C3CFA964AB161D4071,0,0.60368073,2.331256,0.47308192,2.1232321,1.382497,5.3388395,1.5922143,7.145994,0.38798153,0.44046238,-0.25847453,-0.13834357,0.70436645,0.5047588,1.4154271,0.4469872,0.02709188,0,1,4.454488,1,1,0.11998792460534073
F692908402E00C587155ADF679D3B454,0,1.5555879,3.5588887,1.0723128,3.631911,1.0160005,2.3244157,1.4562579,4.932328,0.8731068,0.8364425,1.9165409,1.6817235,1.5206228,1.0677977,1.7488692,1.2869278,0.6729881,7,31,7.1907997,2,1,0.3425467111344476
9310F2ECC2F597AA6CD8ACF1C6350995,0,45.80061,331.53415,44.81187,360.93146,1.6158699,11.696701,2.5062847,20.186548,0.9320639,0.9326573,103.01212,134.53355,86.96988,99.063805,10.832483,1.1589078,0.5895967,1,28,692.4656,2,1,0.35308917471820267
678C8EB2CC00C98442F89D3A0F20DC8D,0,0.59012514,1.4598055,0.55722743,1.8518163,1.4953885,3.6991756,2.0684214,6.8739185,0.37482262,0.5461723,-0.28944772,0.117234826,0.9522043,1.026711,2.3346264,1.6914817,0.84260905,7,28,3.2885537,1,1,0.25231323322588645
38BA047D955571DCDF01C3B37DF655B3,0,6.584238,117.230736,8.329483,69.13244,3.415501,60.812153,2.9677062,24.63115,0.91392523,0.9149573,13.406518,23.724205,2.837038,5.4495435,4.9123864,3.1664395,0.98359007,6,2,186.36317,1,1,0.40520726089946274
2630ABEBA1FBA79522FD393A57149A50,0,0.9281607,1.8066261,0.72538006,1.3967214,1.0129286,1.971623,0.97866744,1.8844271,0.6655572,0.68784994,0.48293078,0.62797123,1.0615811,0.8340375,3.153335,1.3228139,0.6930619,7,0,2.6507466,0,0,0.293555718627419
945712B88C3EF8F1DB31B50660C75BAD,0,0.816901,5.007972,0.9610348,5.1112647,3.5943813,22.03518,3.8938954,20.709686,0.58670694,0.8009134,0.22871315,1.3437344,0.58974206,0.5167977,2.3302047,0.90885025,0.30520937,4,8,10.119236,3,1,0.24202614895559987
8DD84E8937B35E23F50DC2C37BA6E83C,0,0.6639007,1.5756587,0.42915595,1.8368979,1.5032053,3.56761,1.6304975,6.9789486,0.44884795,0.37861547,-0.1208778,-0.27176163,0.63134,0.44214702,1.8878063,1.1194948,0.5547901,7,9,3.3969963,3,2,0.1967393390504201
559E1FC0A551E3B3FE73981D5D8BA553,0,0.47522017,3.4015164,0.29687214,3.3538327,1.7426085,12.47319,2.0652828,23.331968,0.26046908,0.19784813,-0.55199444,-0.6735523,0.2701,0.16078626,2.2826176,1.7281184,0.85311043,4,6,6.755349,1,1,0.18639805593644462
300CE418460AC2FB795755DC5C0EDADF,0,0.95650077,2.4935942,0.6077736,2.2951717,1.0930413,2.8495548,1.1512064,4.347369,0.6824574,0.59885955,0.547685,0.27076066,0.73265165,0.51546615,6.4991226,1.1181804,0.5535774,3,4,4.788766,1,1,0.26272188177418826
D55623773201E7C4E50C766E58559193,0,0.1358712,0.24402453,0.08977069,0.14860536,0.9996312,1.7953367,1.140773,1.8884227,0.021544496,0.021802513,-1.3273739,-1.3025894,0.17941104,0.112823665,2.6482348,1.0292045,0.44848672,4,25,0.37861544,0,0,0.06694658894249692
3AEC9980A587E1CDE552BE7EED30B804,0,102.204346,3076.5776,108.054245,3074.2637,8.479388,255.2484,6.0278997,171.50047,0.93755966,0.9383595,231.88918,326.62204,268.1312,274.00903,8.771448,3.528928,0.9912016,6,33,6150.8413,1,1,0.4133401131268193
C442A8978F6754B057B88F20A04EFE62,0,0.7916451,3.0375197,0.48768246,2.008904,1.1017826,4.2275085,1.3971494,5.75526,0.5656785,0.46051037,0.17100583,-0.09399678,0.6570473,0.49925116,1.8176136,0.97490805,0.36643702,0,6,3.9310637,3,1,0.19826196433055407
AA6FC8B3D0C974A2B592DE6C2EF9502F,0,60426.43,1.125073e+06,60559.707,1.1264686e+06,16.32141,303.8865,16.199114,301.3191,0.9784555,0.9784555,138066.89,183938.75,164423.61,164732.05,11.13593,0.854287,0.2547927,1,33,2.2515415e+06,2,2,0.4387549782737257
8E6347EEDF520B5914A688E84C861403,0,0.492195,3.5710096,0.27891296,1.1437805,2.2709394,16.476286,1.6522088,6.7754607,0.27721444,0.17591661,-0.51320857,-0.7281004,0.4290276,0.3150286,2.8500926,0.86817044,0.26702273,7,0,4.7147903,2,2,0.10023978403789953
221BBCC5A730B0F64652AB95BBAF71B8,0,0.8218484,2.4941154,0.5569695,2.0551662,2.0608983,6.2543387,2.481447,9.156311,0.59026754,0.54578525,0.2400174,0.11645147,1.2797384,0.84398156,4.689099,1.130559,0.565085,2,1,4.5492816,1,1,0.24322338963579598
C9316BFD0B9AF2D1D676F593132718FD,0,0.73726773,1.8582836,0.48432368,1.4900999,0.87433344,2.2037575,1.2473712,3.8377388,0.5186676,0.45620146,0.046758804,-0.10419854,0.44962358,0.36333492,1.8891993,1.0176915,0.40828753,0,3,2.977069,1,1,0.1968790944337487
0FFD690F72DCE3E214A4CF8FDCA2234C,0,0.7607443,2.387624,0.5021822,2.894086,1.4860791,4.664114,2.1928685,12.637544,0.5404443,0.47924247,0.100400425,-0.049956214,1.1074803,0.80750555,1.735393,1.2218654,0.6338984,5,25,5.2817097,2,1,0.2362876761268188
7AEADF4F8E9E567588F4E6B6F8BCF05A,0,0.54688394,1.475954,0.40250653,1.4131944,1.1762352,3.1744742,1.4708141,5.164006,0.33232707,0.3413835,-0.38824967,-0.3527049,0.65562296,0.49303868,1.4531335,0.92589563,0.3212581,0,23,2.8891485,1,1,0.14029695894176736
A8677C8D4AE2E6CA39D0CECA766A42EA,0,3.8738759,21.799356,4.313935,18.852459,1.6888373,9.503549,2.6636713,11.640592,0.9073974,0.90693295,7.213604,11.527626,3.4145317,3.7448785,4.0097613,3.573054,0.99194986,2,1,32.852016,2,1,0.40416358394622515
4B52B1437618C723FDE5302DB1E4126C,0,0.4377892,1.1490433,0.31721586,1.1216803,1.4078459,3.695102,1.6653566,5.888727,0.22788142,0.22434656,-0.63752055,-0.6117615,0.5617563,0.40573838,1.4994388,1.1516905,0.58309466,0,25,2.2707236,3,2,0.14616477969742966
8E7F7E8E1BBB1465F2E4D8062A297E06,0,0.89325625,3.7713542,0.60382646,3.5431764,1.9818316,8.367351,2.0441134,11.994595,0.64166474,0.5951699,0.4031774,0.25877184,0.9465386,0.8155861,3.713635,1.4563895,0.7592951,7,30,7.23487,3,2,0.28621403622725416
65866BD57A61CDF963F16B69AC1C3A58,0,0.13333158,0.24008459,0.08636324,0.1460849,0.997533,1.7962158,1.150613,1.9462814,0.014036174,0.011946229,-1.3331766,-1.312939,0.17495978,0.110830806,2.6550684,1.0399246,0.47312742,4,25,0.37270865,1,1,0.06800586959322495
F41A9AD69084E41F3ED724B6EB0BD92C,0,1.223319e+06,3.723842e+07,1.2241909e+06,3.7254148e+07,16.099867,490.08768,16.07109,489.06982,0.9956911,0.9956395,2.7951635e+06,3.7182802e+06,3.295064e+06,3.2969788e+06,11.142758,1.1110094,0.5474882,1,33,7.449257e+07,1,1,0.9353727953899194
851F0A299C35B633F9A95FA194A3EC68,0,4.302184,137.59012,5.011155,134.42842,20.67285,661.1479,22.336967,599.2079,0.9089197,0.90881646,8.192246,13.64532,11.766373,13.810741,2.17062,1.0360612,0.4598911,4,30,272.01855,1,1,0.3272734358401255
2EA71E5EDE87E4CEF5ADBC67481EFE57,0,0.6601738,4.7086363,0.4783894,3.5952754,3.0740347,21.925306,3.059774,22.995346,0.4452357,0.44794488,-0.12939341,-0.122222915,0.36717427,0.30289695,1.4820435,0.8049616,0.21521273,0,12,8.303911,2,2,0.156836926347743
6F759DD770CF8539346614A0EA337D23,0,95571.336,1.266382e+06,95804.64,1.267927e+06,8.6414795,114.50519,8.608663,113.93138,0.98144853,0.9815259,218369.6,290989.53,250514.81,251043.27,11.134118,0.9875821,0.3790283,1,33,2.534309e+06,2,1,0.5235025373394419
76CBD07FAFD08CC78C5C4C101438CE77,0,0.29473597,1.2609866,0.2131819,1.1134169,1.6050845,6.8671303,1.6762935,8.755027,0.11326986,0.10124622,-0.9643833,-0.92774785,0.41785035,0.2817094,1.6046956,1.0942569,0.53231674,0,32,2.3744035,1,1,0.10411380825596121
B07E25E959AD13C622723898F79EBED2,0,1.3010786,6.806774,0.79177,6.833326,2.2681334,11.866057,2.2555103,19.466055,0.8343525,0.72588176,1.3350118,0.8296199,0.50529236,0.3494773,1.6518135,1.1842215,0.6096705,0,10,13.6401005,2,2,0.31155394175208684
023D48950202F8B63B2065E8355B7BDA,0,0.5792317,1.0288187,0.46889794,1.1398382,0.96978724,1.7225151,1.2812924,3.114678,0.36390847,0.43530202,-0.31433824,-0.15105173,0.62621075,0.48546442,1.7683985,0.8679323,0.26681632,0,25,2.1532774,0,0,0.1506581629461434
6408789AB1016A7A6F042FFA21B2F0FB,0,768.04346,25165.39,767.70776,25507.633,26.58131,870.95215,43.16825,1434.2959,0.9505638,0.9507186,1753.267,2330.213,29.472885,17.835424,10.926814,1.4155712,0.7416209,1,17,50673.023,1,1,0.38101820987217033
ACA28EA83B10A2DEF767E012EC03E982,0,0.4494371,3.886173,0.40753558,3.7833502,1.8699902,16.16935,1.9594826,18.190825,0.23791832,0.3487628,-0.61090624,-0.33742997,0.8016282,0.7009149,2.4099853,0.855216,0.25574735,4,32,7.6695232,2,2,0.11806441555742896
87003C5627C199FB22C2272BC9B8BD5B,0,0.3694641,1.3569183,0.24864733,1.2561302,1.3703321,5.0327735,1.8818333,9.506749,0.16956937,0.13940707,-0.7936368,-0.82002735,0.24497803,0.15877979,2.3149612,1.5316658,0.79074746,5,15,2.4807649,3,2,0.15554098145059994
F3B8EF9A19B42B0A39C41FF9698DE38A,0,0.5458275,2.5754077,0.37874544,1.4560137,1.7443978,8.230686,1.6706289,6.4224105,0.33119178,0.30784115,-0.39066353,-0.42487538,0.41286862,0.28214064,2.8890004,1.3057275,0.68367004,5,3,3.882245,2,2,0.18805114702306205
227B60A7CC768311BDC5D49B9787155C,0,10.052675,41.615227,12.027205,35.458256,1.631835,6.755335,0.9588192,2.826763,0.9177181,0.91854376,21.33156,34.95544,14.365341,13.959461,9.101365,4.4583673,0.9977294,6,6,77.07349,1,1,0.407370401908644
083A53FD70B4576E530BD00FDBADB674,0,0.5214944,1.5411723,0.39925826,1.5238737,1.3760228,4.0665593,1.4070919,5.3705354,0.30626726,0.33673918,-0.44626233,-0.362571,0.34187606,0.31346485,4.146934,2.2000701,0.9377919,3,7,2.823848,3,2,0.2256599080208385
EE1BB051959CB3208853F65090EE1D95,0,0.9145757,2.8462229,0.5424969,2.9598055,1.146156,3.566917,1.6662731,9.09101,0.65662974,0.5289883,0.4518903,0.07249328,1.2857407,0.82576346,4.392633,1.6198114,0.8210904,3,31,5.6372776,2,1,0.2877529013340802
4C8B3FAC486230F486ABC24DA5BF39B5,0,2.9569223,86.81306,3.6776495,84.6504,9.535027,279.94135,11.297963,260.05115,0.902108,0.90419793,5.118454,9.595013,0.36154607,0.42666778,2.1353018,1.1866746,0.61139923,4,3,171.46346,1,1,0.34767742961966697
4B43546256A3AE720C1EBD3D70D7EA03,0,6.4304442,36.822674,6.493708,20.4371,1.6626904,9.5210705,1.5822201,4.979588,0.913693,0.9122739,13.055115,18.148335,8.346612,6.7365556,5.514745,3.9270625,0.99509764,6,20,54.23239,2,1,0.40586338881545375
B737FD06F68DC42AFC8C20AD7EAA7D87,0,0.40457988,1.8960901,0.34379184,1.9822416,1.632252,7.649656,2.0317504,11.7147045,0.19851898,0.25959182,-0.71340066,-0.53104126,0.28841034,0.21529914,1.4565235,0.8869338,0.28467116,4,18,3.8783317,2,2,0.10353697271773366
81DA1FA418CF80210157C736C5C04E66,0,0.18005745,0.5994365,0.1840923,0.5685329,1.4173441,4.718537,1.3246951,4.09106,0.05601569,0.07598627,-1.2264125,-1.0161028,0.1912369,0.21839808,1.5539198,0.93306816,0.328689,4,29,1.0015923,2,1,0.062413556486046344
E0CF657115B9CCB7508D3F448CA1D6BF,0,126296.57,404143.28,126750.82,405218.8,3.4315355,10.980758,3.4322848,10.9729185,0.98351264,0.9836417,288573.75,384983.56,250837.92,251710.95,11.141674,1.0808613,0.52055115,1,30,809362.1,2,2,0.5655093366979108
972C921B2B1D416BB7EBDD5F84E2C245,0,0.13324833,0.23962459,0.086196914,0.14574362,0.99925053,1.7969829,1.1516626,1.947256,0.008282375,0.0017545217,-1.3333669,-1.3134443,0.17492278,0.11070037,2.655643,1.0407965,0.48295793,4,25,0.37195474,1,1,0.0688268372103922
DDC9894AF074FF0742D887343EDED2EB,0,0.9398182,3.2550755,0.6240818,3.4731514,1.0631638,3.682285,1.2614025,7.0199804,0.6726785,0.6143664,0.50956696,0.32029414,0.9966862,0.7664702,3.6198227,1.4873555,0.772196,7,30,6.7282267,1,1,0.2954131830342014
F3E511EECD83B3A64C4C2F6372340BDC,0,32.927227,1063.8245,32.861935,1029.9226,26.675173,861.8308,12.160203,381.11172,0.9290967,0.9296643,73.597694,98.237564,89.87638,88.43146,3.9047246,2.89002,0.97628814,6,33,2093.747,1,1,0.4085573717498156
20D7A065A2CDBE5C8A6C48933FCEBE63,0,0.1331873,0.23993257,0.086250976,0.1460318,0.99740565,1.7967937,1.1523606,1.9510651,0.00095466623,0.006553655,-1.3335063,-1.31328,0.17533343,0.1109233,2.6550953,1.0398343,0.472405,4,25,0.3724706,1,1,0.06728910344271118
76EA4944347A6D08DDD429D173DB456E,0,1.0460588,5.1605897,0.8915258,5.1465364,1.1489255,5.668069,1.6807889,9.702737,0.7301391,0.77211857,0.75231636,1.1326121,1.2985904,1.1179899,3.3280885,1.7348375,0.85543257,2,25,10.307126,1,1,0.3389141273341961
D3D19CDA8AF58625FEC1271C3BD2E1AE,0,0.77830654,3.125138,0.51959354,1.8551016,1.0794706,4.3344026,1.3303087,4.7495933,0.5550481,0.5012772,0.1405285,0.0029279515,0.57547015,0.49380723,2.3754416,1.4394984,0.7522512,7,0,3.8141437,3,2,0.2588742437190443
F2F3583CE0E399D4C9085C27219BBC3D,0,0.8283385,3.0003273,0.5684664,2.8293757,1.2590705,4.560483,1.8305387,9.110972,0.59599555,0.558841,0.25484666,0.15137145,0.70751286,0.55877054,1.6966113,0.80009377,0.21175529,4,20,5.1944113,2,1,0.19447547648800853
24C22834E47710CEF603B2682295C308,0,1.2198688,2.84295,0.9264691,2.1585457,1.0520482,2.4518378,1.1527226,2.6856854,0.8079831,0.7875739,1.1494553,1.2387466,1.0687208,0.91698474,5.800021,1.4851527,0.77139616,3,1,4.6423793,2,1,0.3402691572133713
59E868A6926B3E5B4AC935B071268E04,0,0.56676817,1.3157206,0.388161,1.026723,1.2829278,2.9782448,1.2738999,3.3695872,0.3513946,0.32087106,-0.34281614,-0.39627713,0.47564796,0.31141526,3.2432613,1.3080875,0.68519235,2,19,2.0911064,0,0,0.1931174090498853
